Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,Securities Account,CD Account,Online,CreditCard,Has Mortgage,Personal Loan
35,10,24,95054,4,1.1,3,0,0,0,0,0,False,0
30,5,80,91311,4,2.2,2,0,1,0,1,0,False,0
26,2,135,94588,1,1.5,1,0,0,0,0,0,False,0
43,19,70,91711,3,2.33,1,0,1,0,0,0,False,0
24,0,59,95521,4,1.6,1,0,0,0,0,0,False,0
45,20,155,90024,1,7.0,1,0,0,0,1,1,False,0
61,36,30,94608,3,1.3,2,0,0,0,0,0,False,0
35,9,69,94704,4,2.2,2,0,0,0,0,1,False,0
48,23,79,94024,1,0.2,2,0,0,0,0,0,False,0
62,37,19,95818,4,0.4,2,124,1,0,0,0,True,0
42,17,19,92115,2,0.0,3,85,0,0,1,1,True,0
42,18,65,93460,3,2.1,3,0,0,0,1,1,False,0
27,3,103,92121,2,0.6,1,84,0,0,0,0,True,0
53,27,72,91711,2,1.5,2,0,0,0,1,0,False,0
56,30,39,90024,3,1.4,1,131,0,0,0,1,True,0
59,34,13,96651,4,0.9,2,0,0,0,0,0,False,0
60,34,35,90025,1,0.2,1,0,0,0,1,0,False,0
38,14,49,90037,1,1.8,1,0,0,0,0,0,False,0
52,27,58,94305,4,1.8,3,91,0,0,0,0,True,0
49,24,68,94143,1,0.2,2,163,0,0,0,0,True,0
35,11,93,90747,2,2.7,1,0,0,0,1,1,False,0
39,13,30,92122,3,0.2,2,0,0,0,0,0,False,0
61,35,50,92122,3,1.4,3,112,0,0,1,0,True,0
53,27,62,95070,3,3.0,2,0,1,0,0,0,False,0
48,21,23,94720,3,0.67,2,95,0,0,0,0,True,0
51,27,21,95630,3,0.4,1,0,0,0,1,0,False,0
36,12,93,90720,2,2.2,1,0,0,0,1,1,False,0
33,7,81,92122,2,4.5,3,187,0,1,1,1,True,0
44,19,30,95616,4,0.0,2,0,0,0,1,0,False,0
25,1,98,90717,1,5.4,1,0,0,0,1,0,False,0
42,16,49,90034,1,2.8,1,0,0,0,0,0,False,0
46,21,9,95023,2,0.7,3,0,0,0,1,0,False,0
33,7,39,95630,4,0.8,1,0,0,0,1,1,False,0
52,25,41,95403,3,1.0,2,0,0,0,1,0,False,0
49,25,8,94720,1,0.3,1,97,0,0,0,0,True,0
38,13,91,92037,1,2.8,1,0,0,0,1,1,False,0
60,34,41,90064,3,2.2,3,0,0,0,0,1,False,0
49,23,61,94117,1,1.4,3,0,0,0,1,1,False,0
39,13,94,90401,1,1.5,3,0,0,0,0,1,False,0
57,33,62,92831,3,2.67,1,240,0,0,0,0,True,0
51,25,99,90277,2,2.4,2,0,0,0,0,0,False,0
38,12,22,91380,3,0.2,2,0,0,0,1,0,False,0
35,10,94,91343,1,0.0,1,174,0,0,1,0,True,0
50,26,115,95008,1,1.2,3,0,0,0,0,1,False,1
59,34,52,92173,4,0.7,1,0,1,0,0,0,False,0
29,3,121,92806,2,1.3,1,0,0,0,0,0,False,0
35,9,44,92009,4,0.2,1,0,0,0,1,0,False,0
61,37,61,94122,3,2.0,3,0,0,0,1,0,False,0
51,25,104,94949,1,4.2,2,0,0,0,1,0,False,1
43,19,83,94305,4,3.6,3,0,0,0,0,1,False,1
55,31,62,93943,4,1.5,1,0,0,0,1,0,False,0
50,23,64,92037,1,2.67,2,0,0,0,0,0,False,0
39,15,119,92037,2,6.1,1,0,0,0,0,0,False,0
55,30,70,94904,3,2.0,2,0,0,0,1,1,False,0
61,36,193,94303,1,4.7,3,203,0,0,1,0,True,1
32,6,83,90036,4,2.2,2,0,0,0,0,0,False,0
35,10,61,94304,4,2.1,3,0,0,0,1,0,False,0
60,35,20,92110,1,1.3,1,0,0,0,1,0,False,0
34,9,32,95054,4,1.1,3,0,0,0,1,0,False,0
31,5,85,95828,2,1.3,1,119,0,0,1,1,True,0
50,23,25,91330,1,0.5,2,0,0,0,1,0,False,0
33,7,120,94022,1,3.2,3,0,0,0,1,0,False,1
43,17,81,94720,4,2.6,3,0,1,0,1,0,False,0
62,37,155,93943,1,1.3,1,0,0,0,0,0,False,0
43,18,103,90089,3,1.0,1,180,0,0,1,1,True,0
36,11,39,90095,4,1.7,1,0,0,0,1,0,False,0
54,28,159,90245,2,0.5,1,461,0,0,1,0,True,0
54,29,70,92093,3,2.0,2,116,0,0,1,1,True,0
35,10,118,92069,2,7.8,1,358,0,0,0,0,True,0
26,0,164,95973,2,4.0,3,301,0,0,1,0,True,1
31,6,83,92131,4,2.2,2,106,0,0,1,0,True,0
53,27,64,93407,4,2.6,1,0,0,0,1,1,False,0
47,22,22,90024,1,0.4,3,0,0,0,1,0,False,0
41,16,120,92612,2,3.9,1,0,0,0,1,1,False,0
46,22,30,90747,3,0.5,1,0,0,0,0,0,False,0
60,36,50,95741,1,1.8,3,0,0,0,1,0,False,0
62,38,78,92009,1,1.8,3,0,0,0,0,0,False,0
45,18,42,95126,3,2.5,2,0,0,0,0,0,False,0
24,0,119,94566,1,1.5,1,0,0,0,1,0,False,0
35,9,20,94609,2,1.4,3,0,0,0,1,1,False,0
52,27,39,92612,4,0.2,2,0,1,0,1,0,False,0
48,22,85,94105,3,1.1,1,203,0,0,1,0,True,0
39,9,32,90212,3,2.0,3,116,0,0,1,0,True,0
29,4,150,91302,1,0.8,1,0,0,0,0,1,False,0
40,15,85,94304,2,0.4,1,0,0,0,1,0,False,0
35,8,48,92697,2,1.0,2,0,0,0,1,0,False,0
41,16,52,91311,2,2.2,3,0,0,0,1,0,False,0
57,31,131,95133,2,2.7,1,394,0,0,0,1,True,0
24,-3,28,90089,4,1.0,3,0,0,0,0,0,False,0
60,34,110,92126,2,2.0,1,0,0,0,1,0,False,0
29,3,153,93657,2,2.0,1,392,0,0,0,0,True,0
51,27,58,92407,1,0.0,1,0,0,0,0,1,False,0
28,4,114,92521,2,0.2,1,0,0,0,1,0,False,0
61,35,110,92521,3,4.4,1,0,1,0,1,0,False,0
50,26,128,92780,2,0.4,1,0,0,0,1,0,False,0
34,9,41,92101,2,0.1,1,161,0,0,1,1,True,0
35,9,113,94596,3,0.8,3,0,0,0,1,0,False,1
57,33,163,94132,1,7.4,1,0,0,0,1,0,False,0
45,21,61,94304,3,0.7,1,0,0,0,0,0,False,0
62,36,63,93407,1,1.6,1,118,0,0,1,0,True,0
23,-3,149,93555,2,7.2,1,0,0,0,1,0,False,0
34,9,75,94303,1,2.8,1,194,0,0,0,0,True,0
57,31,41,91330,1,0.2,1,0,0,0,1,1,False,0
46,20,61,90036,2,0.4,3,0,0,0,0,0,False,0
31,5,85,94117,3,1.6,1,87,0,0,1,1,True,0
54,30,39,94806,4,0.1,3,0,1,0,1,0,False,0
34,9,41,94305,1,2.5,3,0,0,0,0,0,False,0
45,21,152,94550,2,7.5,1,0,0,0,1,0,False,0
44,19,30,91423,1,0.5,3,0,0,0,1,0,False,0
28,1,34,94949,4,1.5,2,162,0,0,0,1,True,0
46,19,38,94122,3,2.5,2,135,0,0,0,0,True,0
61,36,108,93943,4,3.4,2,0,0,0,1,0,False,0
32,8,32,94143,2,1.0,2,103,0,1,1,1,True,0
58,32,113,94590,2,1.4,1,270,0,0,0,1,True,0
31,7,32,91320,1,1.7,1,0,0,0,1,0,False,0
49,23,79,95819,3,0.7,2,151,0,0,1,0,True,0
60,35,80,91301,3,0.5,1,0,0,0,1,0,False,0
57,31,25,94523,2,0.7,2,103,0,0,0,0,True,0
51,26,28,92130,4,0.2,2,0,1,0,1,0,False,0
33,9,53,94063,1,1.2,1,0,0,0,0,1,False,0
46,20,18,92521,1,0.2,1,0,0,0,1,1,False,0
58,31,49,94521,4,2.5,2,0,0,0,1,0,False,0
25,0,72,94303,3,2.6,3,0,0,0,1,0,False,0
43,17,59,94085,3,0.9,3,87,0,0,1,1,True,0
50,25,42,90232,2,0.7,2,110,0,0,0,1,True,0
37,11,29,91711,2,1.4,3,0,0,0,1,1,False,0
46,21,39,92507,4,0.0,2,0,0,0,1,0,False,0
50,24,112,94005,1,0.3,1,229,0,0,0,0,True,0
29,4,72,95841,4,2.2,1,0,0,0,1,0,False,0
33,8,53,92126,3,2.3,1,76,0,0,1,0,True,0
36,11,158,95054,2,7.8,1,114,0,0,1,1,True,0
45,19,109,92037,3,1.1,1,0,0,0,0,0,False,0
33,6,53,94122,2,1.0,2,96,0,0,0,1,True,0
50,25,130,94720,1,1.1,2,0,0,0,1,0,False,1
28,4,81,94801,3,1.5,1,276,0,0,1,0,True,0
52,27,65,92104,1,1.2,1,0,0,0,1,1,False,0
50,20,19,92612,4,0.4,3,0,0,0,0,0,False,0
45,20,40,92886,1,0.5,3,0,1,0,1,0,False,0
43,19,32,94501,3,0.6,2,0,0,0,0,0,False,0
34,10,90,94303,2,2.7,1,0,0,0,1,0,False,0
59,35,108,90245,4,3.8,2,304,0,0,1,0,True,1
65,40,20,92647,3,0.1,3,0,0,0,0,1,False,0
28,2,188,92350,2,4.5,1,0,1,0,1,0,False,0
28,4,155,92182,4,5.3,2,0,0,0,1,0,False,1
48,23,45,95616,1,0.3,1,0,0,0,1,1,False,0
36,10,21,92008,3,0.1,2,0,0,0,0,1,False,0
67,43,105,93711,4,1.7,2,0,0,0,1,0,False,0
62,38,33,95134,3,0.1,3,0,0,0,1,0,False,0
66,42,95,94596,2,0.0,3,0,0,0,1,0,False,0
28,3,84,90024,4,0.2,1,0,0,0,1,1,False,0
26,2,51,92103,4,2.6,1,0,0,0,1,0,False,0
60,35,80,94608,3,0.5,1,0,0,0,1,0,False,0
